"category","repository","url","description","access","research_snapshot","platforms","platform_notes","platform_source","platform_checked_at","stars","last_pushed_at","metadata_checked_at"
"Productivity scripts, workflow bridges, and integrations","postflows/resolve-find-clip-on-timelines","https://github.com/postflows/resolve-find-clip-on-timelines","Find a Media Pool clip across all project timelines and highlight matching instances. Resolve Studio 20+.","Free","2026-09-06","Windows;macOS","","https://github.com/postflows/resolve-find-clip-on-timelines#readme","2026-09-06","0","2026-03-11T17:59:15Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","postflows/resolve-font-fallback","https://github.com/postflows/resolve-font-fallback","Detect and replace missing Text+/MultiText fonts with restoration tags. Resolve Studio 20+; optional pyperclip for clipboard export.","Free","2026-09-06","Windows;macOS","","https://github.com/postflows/resolve-font-fallback#readme","2026-09-06","0","2026-03-11T17:56:17Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","postflows/resolve-marker-metadata-workflow","https://github.com/postflows/resolve-marker-metadata-workflow","Export markers, clip metadata, and optional stills for CSV/HTML review; import feedback into marker notes/colors. Studio 20+.","Free","2026-09-06","Windows;macOS","Linux is untested; still capture requires upstream gallery-label settings.","https://github.com/postflows/resolve-marker-metadata-workflow#readme","2026-09-06","1","2026-03-19T12:24:27Z","2026-09-15T05:06:04.860Z"
"Encoding, codecs, proxy generation, rendering, and project servers","postflows/resolve-markers-to-render-queue","https://github.com/postflows/resolve-markers-to-render-queue","Queue renders from single or duration markers, with naming presets and per-render folders. Requires Studio and a configured render preset.","Free","2026-09-06","Windows;macOS","","https://github.com/postflows/resolve-markers-to-render-queue#readme","2026-09-06","1","2026-03-12T13:53:13Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","postflows/resolve-media-organizer","https://github.com/postflows/resolve-media-organizer","Organize Media Pool clips into bins by type and keyword, with optional empty-bin cleanup. Resolve Studio 20+.","Free","2026-09-06","Windows;macOS","","https://github.com/postflows/resolve-media-organizer#readme","2026-09-06","0","2026-03-11T17:58:39Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","postflows/resolve-multicam-angle-colorizer","https://github.com/postflows/resolve-multicam-angle-colorizer","Color-code multicam clips by camera-angle names on audio/video tracks. Resolve Studio 20+.","Free","2026-09-06","Windows;macOS","","https://github.com/postflows/resolve-multicam-angle-colorizer#readme","2026-09-06","0","2026-09-13T05:51:54Z","2026-09-15T05:06:04.860Z"
"Subtitles, transcription, dialogue cleanup, and automatic editing","postflows/resolve-text-index","https://github.com/postflows/resolve-text-index","Search, edit, and CSV-round-trip Text+, MultiText, and subtitle text. Studio 20+, Python/PySide6; optional LanguageTool spell-check uses a local server or public API.","Free","2026-09-06","Windows;macOS","","https://github.com/postflows/resolve-text-index#readme","2026-09-06","0","2026-03-11T17:57:56Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","postflows/resolve-timeline-creator","https://github.com/postflows/resolve-timeline-creator","Create timelines from track-count, track-name, and start-timecode presets. Requires Resolve Studio.","Free","2026-09-06","Windows;macOS","","https://github.com/postflows/resolve-timeline-creator#readme","2026-09-06","0","2026-02-19T07:48:52Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","postflows/resolve-title-manager","https://github.com/postflows/resolve-title-manager","Copy selected Text+ styles and Fusion macro parameters across clips. Studio required; selected-clip sourcing needs 21.0.4+, with playhead fallback on older versions.","Free","2026-09-06","Windows;macOS","","https://github.com/postflows/resolve-title-manager#readme","2026-09-06","0","2026-08-27T21:04:44Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","postflows/resolve-vfx-marker-tool","https://github.com/postflows/resolve-vfx-marker-tool","Create VFX shot markers with naming templates and sequential/intermediate numbering. Resolve Studio 20+.","Free","2026-09-06","Windows;macOS","","https://github.com/postflows/resolve-vfx-marker-tool#readme","2026-09-06","0","2026-03-11T17:58:57Z","2026-09-15T05:06:04.860Z"
"Fusion, motion graphics, visual effects, and package management","NishadDeulkar/PolyaMath-Vonk-Ultra-Fuses","https://github.com/NishadDeulkar/PolyaMath-Vonk-Ultra-Fuses","Lua Fuses extending Vonk Ultra JSON nodes for point, edge and graph animation. Requires Resolve 19+ and Vonk Ultra v2+. Creator uses Windows and Resolve Free; some render nodes are experimental.","Free","2026-09-08","Windows;macOS;Linux","Creator reports Windows use; macOS and Linux installation paths are documented, but not tested by the creator. Modified nodes can share names with original Vonk nodes.","https://github.com/NishadDeulkar/PolyaMath-Vonk-Ultra-Fuses#readme","2026-09-08","2","2026-09-08T14:08:11Z","2026-09-15T05:06:04.860Z"
"Color grading, DCTLs, film looks, and color science","DhaliwalX/fotufilm-engine","https://github.com/DhaliwalX/fotufilm-engine","Film simulation engine with a Resolve OpenFX plugin and Mac app. Stable release v1.7.1-build12; v1.8-alpha adds scanned-negative import and sampled film curves. Includes film profiles with separate CC BY-SA terms.","Free","2026-09-08","macOS","Mac app requires Apple Silicon and macOS 14+; plugin guide also documents universal builds. Exact Resolve edition/version is not established.","https://github.com/DhaliwalX/fotufilm-engine#readme","2026-09-08","3","2026-09-15T00:52:57Z","2026-09-15T05:06:04.860Z"
"Subtitles, transcription, dialogue cleanup, and automatic editing","francozanardi/tscaps","https://github.com/francozanardi/tscaps","Browser subtitle editor with local Whisper transcription, animated captions, SRT export and burned-in video export. Useful alongside Resolve through subtitle/media files; it does not create editable Fusion captions.","Free; separate paid cloud service","2026-09-08","Unverified","Requires a supported WebCodecs browser. Editor is AGPL-3.0; engine/templates MIT. First use downloads transcription models.","https://github.com/francozanardi/tscaps#readme","2026-09-08","51","2026-08-30T18:48:30Z","2026-09-15T05:06:04.860Z"
"Subtitles, transcription, dialogue cleanup, and automatic editing","BambooYC123/SubtitleYC","https://github.com/BambooYC123/SubtitleYC","Extracts burned-in subtitles with OCR, supports frame-accurate review and exports SRT, ASS or text. Standalone subtitle preparation utility; not a Resolve plugin.","Free","2026-09-08","Windows","Windows setup downloads FFmpeg and CPU OCR; NVIDIA GPU OCR is optional.","https://github.com/BambooYC123/SubtitleYC#readme","2026-09-08","11","2026-09-06T14:53:38Z","2026-09-15T05:06:04.860Z"
"Color grading, DCTLs, film looks, and color science","ciqueira/BaldavengerOFX","https://github.com/ciqueira/BaldavengerOFX","Independently maintained Baldavenger OFX builds, including FilmGrade, VideoGrade, frequency tools and ResolveMath. Downloads and installation use MCNexus with a free key for each plugin.","Free; GitHub-linked key required","2026-09-08","Windows;macOS","Windows x64 and macOS Intel/Apple Silicon; Metal on macOS, CUDA for Windows GPU plugins, CPU for selected tools. Distinct distribution of Paul Dore's suite.","https://github.com/ciqueira/BaldavengerOFX#readme","2026-09-08","1","2026-07-20T19:57:30Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","elpideus/DavinciResolveRPC","https://github.com/elpideus/DavinciResolveRPC","Discord Rich Presence utility displaying the active Resolve project and timeline. Requires Discord desktop and Resolve external scripting; project names become visible through Discord.","Free","2026-09-08","Windows","Windows 10+. README claims Free/Studio 18+, but its external Python API needs Studio on Resolve 21.1; earlier Free compatibility is unverified.","https://github.com/elpideus/DavinciResolveRPC#readme","2026-09-08","4","2026-06-06T11:45:00Z","2026-09-15T05:06:04.860Z"
"Fusion, motion graphics, visual effects, and package management","anuzdhk/flow-studio","https://github.com/anuzdhk/flow-studio","Workflow Integration panel for easing curves, animation presets and keyframe utilities on Fusion/Edit pages. Uses Python and external scripting; Edit-page animation works through Fusion effects.","Free","2026-09-08","Windows;macOS","Canonical repository moved from anuz-net to anuzdhk. Windows/macOS setup documented; Workflow Integration requires Studio.","https://github.com/anuzdhk/flow-studio#readme","2026-09-08","3","2026-08-04T08:34:36Z","2026-09-15T05:06:04.860Z"
"Encoding, codecs, proxy generation, rendering, and project servers","debuxxed/lowcat","https://github.com/debuxxed/lowcat","Local music and sound-effects library browser with multiple tags, file conversion and stem grouping. Companion audio preparation tool; no direct Resolve integration is documented.","Public","2026-09-08","Windows;macOS","Windows MSI and macOS DMG documented. No license was established from the repository metadata or README.","https://github.com/debuxxed/lowcat#readme","2026-09-08","13","2026-09-03T12:23:50Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","shumaiOne/shumai","https://github.com/shumaiOne/shumai","Self-hosted creative asset review and collaboration server with video previews, timestamped feedback and project management. Version 0.4.5 adds comment export for Resolve and other NLEs, space-key previews and comment-count badges. Hosting and optional AI services have separate requirements.","Free; hosting and AI services separate","2026-09-08","Unverified","Docker Compose or npm deployment; PostgreSQL with pgvector required for npm setup. Optional AI services have separate requirements.","https://github.com/shumaiOne/shumai#readme","2026-09-08","199","2026-09-15T04:01:44Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","ming-qiu/theia","https://github.com/ming-qiu/theia","Resolve Studio VFX editorial suite for clip inventories, frame counters, shot metadata and shot-list spreadsheets. Source revision tracked because no GitHub release is published.","Public","2026-09-08","macOS","macOS-only installer; Python 3.9+ and FFmpeg required. Public source does not establish a reuse license.","https://github.com/ming-qiu/theia#readme","2026-09-08","5","2026-07-20T18:28:45Z","2026-09-15T05:06:04.860Z"
"Subtitles, transcription, dialogue cleanup, and automatic editing","vkastrup/sub-translator","https://github.com/vkastrup/sub-translator","LLM subtitle translation from the command line or a Resolve Studio Workflow Integration. Supports multiple subtitle formats and cloud providers or local Ollama; review translated text before delivery.","Public; provider costs vary","2026-09-08","Unverified","Resolve integration requires Studio. CLI output can be imported separately. Cloud providers need their own accounts/keys; local Ollama is separate.","https://github.com/vkastrup/sub-translator#readme","2026-09-08","0","2026-07-22T13:29:06Z","2026-09-15T05:06:04.860Z"
"Color grading, DCTLs, film looks, and color science","lupoter/Openfilmpipe","https://github.com/lupoter/Openfilmpipe","Film-emulation PowerGrade with a DaVinci Wide Gamut to Rec.709 rendering workflow. Repository includes Open Film Pipe V1.3.drx and a 2383 LUT; connect the bundled LUT to the named node as documented. No published GitHub release or reuse license established.","Free download; reuse license not established","2026-09-08","Unverified","Exact operating-system and Resolve edition compatibility are not established. Film-emulation PowerGrade with a DaVinci Wide Gamut to Rec.709 rendering workflow. Repository includes Open Film Pipe V1.3.drx and a 2383 LUT; connect the bundled LUT to the named node as documented. No published GitHub release or reuse license established.","https://github.com/lupoter/Openfilmpipe#readme","2026-09-08","10","2026-01-25T08:51:46Z","2026-09-15T05:06:04.860Z"
"Color grading, DCTLs, film looks, and color science","NorthernPilgrim/Ultimate-LUT-Converter","https://github.com/NorthernPilgrim/Ultimate-LUT-Converter","Standalone HTML utility converting CUBE LUTs to and from PNG HALD and OBS grids. Batch ZIP conversion preserves folder structure. Run in a browser alongside Resolve; Adobe XMP conversion is a future request, not an implemented feature. Release is named Lut Converter 1.0 with tag default; reuse license is not established.","Free download; reuse license not established","2026-09-08","Unverified","Exact operating-system and Resolve edition compatibility are not established. Standalone HTML utility converting CUBE LUTs to and from PNG HALD and OBS grids. Batch ZIP conversion preserves folder structure. Run in a browser alongside Resolve; Adobe XMP conversion is a future request, not an implemented feature. Release is named Lut Converter 1.0 with tag default; reuse license is not established.","https://github.com/NorthernPilgrim/Ultimate-LUT-Converter#readme","2026-09-08","1","2026-04-25T16:50:24Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","Kemerd/premiere-agent","https://github.com/Kemerd/premiere-agent","Agent-assisted editing workflow exporting FCPXML for Resolve, FCP7 XML for Premiere and SRT subtitles. Speech, visual and audio preprocessing runs locally; Claude Code or Codex can receive derived material for editing decisions. Python, FFmpeg and model downloads required. Florence-2 dependency has noncommercial terms according to the README; repository reuse license is not established.","Public; agent costs and dependency terms separate","2026-09-08","Unverified","Exact operating-system and Resolve edition compatibility are not established. Agent-assisted editing workflow exporting FCPXML for Resolve, FCP7 XML for Premiere and SRT subtitles. Speech, visual and audio preprocessing runs locally; Claude Code or Codex can receive derived material for editing decisions. Python, FFmpeg and model downloads required. Florence-2 dependency has noncommercial terms according to the README; repository reuse license is not established.","https://github.com/Kemerd/premiere-agent#readme","2026-09-08","15","2026-07-08T05:45:11Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","Gianluca-Improta/cinekive","https://github.com/Gianluca-Improta/cinekive","Local cinematic stills archive with lookbooks, moodboards and semantic image search. Companion reference tool for edit and grading work. Windows and macOS installers include the engine; Linux requires Docker. Initial model downloads need internet. Free community edition and optional paid Pro features.","Mixed: free community edition; paid Pro","2026-09-15","Windows;macOS;Linux","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/Gianluca-Improta/cinekive#readme","2026-09-15","104","2026-09-08T08:58:32Z","2026-09-15T11:10:26.592Z"
"Subtitles, transcription, dialogue cleanup, and automatic editing","HooperH/SubFix","https://github.com/HooperH/SubFix","Apple Silicon subtitle utility using local Qwen speech recognition and alignment, batch processing, Chinese text correction, translation and simplified/traditional conversion. Includes an unsigned macOS installer; initial model downloads are required. Exact Resolve edition compatibility and repository reuse license are not established.","Public","2026-09-15","macOS","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/HooperH/SubFix#readme","2026-09-15","26","2026-09-11T05:43:14Z","2026-09-15T11:10:26.592Z"
"AI assistants, MCP servers, and ComfyUI integrations","mhadifilms/dvr","https://github.com/mhadifilms/dvr","CLI, Python client and MCP interface for Resolve projects, timelines, media and grading operations, with structured JSON output. Requires Resolve Studio 18.5+ and Python 3.10+. Any connected AI assistant has separate processing and access terms.","Free","2026-09-15","Windows;macOS;Linux","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/mhadifilms/dvr#readme","2026-09-15","14","2026-09-08T08:46:10Z","2026-09-15T11:10:26.592Z"
"Productivity scripts, workflow bridges, and integrations","erik-sutton95/dji-clip-color","https://github.com/erik-sutton95/dji-clip-color","Identifies DJI camera profiles from clip metadata and assigns Resolve clip colors for D-Log, D-Log 2, D-Log M and HLG. It organizes media rather than applying a color transform. Windows requires 64-bit Python 3. Python scripting requires Studio in Resolve 21.1.","Free","2026-09-15","Windows;macOS","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/erik-sutton95/dji-clip-color#readme","2026-09-15","9","2026-09-08T19:18:15Z","2026-09-15T11:10:26.592Z"
"Subtitles, transcription, dialogue cleanup, and automatic editing","TeddieWang/BarkTed","https://github.com/TeddieWang/BarkTed","Local Whisper transcription and subtitle translation for Apple Silicon Macs running Resolve Studio 21+. Installer bundles the runtime and transcription model. Optional TranslateGemma translation runs locally; API translation sends subtitle text to the chosen provider and may incur charges. Intel Macs, Windows and Linux are not supported by this installer.","Free","2026-09-15","macOS","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/TeddieWang/BarkTed#readme","2026-09-15","2","2026-09-12T07:16:09Z","2026-09-15T11:10:26.592Z"
"Linux installation, compatibility, and troubleshooting","Distortions81/DaVinci-Resolve-Container","https://github.com/Distortions81/DaVinci-Resolve-Container","Community Fedora container setup for Resolve Free or Studio 21.1 on Linux using Docker or Distrobox. Documents AMD ROCm/OpenCL and NVIDIA container setup. Provider tested AMD/X11; NVIDIA and Wayland validation remains incomplete. Supply the official Resolve installer and any required Studio license separately.","Free","2026-09-15","Linux","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/Distortions81/DaVinci-Resolve-Container#readme","2026-09-15","2","2026-09-10T14:24:54Z","2026-09-15T11:10:26.592Z"
"Fusion, motion graphics, visual effects, and package management","zirmila/vm-cursor","https://github.com/zirmila/vm-cursor","Windows screen-capture companion and OFX effect for cursor-following zooms, highlights and keystroke overlays. The plugin requires NVIDIA CUDA; capture can use other hardware. Creator reports Resolve 21 Studio testing but only assumes Free support. Portrait/letterboxed recordings have known positioning limitations.","Public download; license terms need review","2026-09-15","Windows","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/zirmila/vm-cursor#readme","2026-09-15","2","2026-09-10T06:52:44Z","2026-09-15T11:10:26.592Z"
"Fusion, motion graphics, visual effects, and package management","gordasgdc/gdc-plugin-manager","https://github.com/gordasgdc/gdc-plugin-manager","Apple Silicon app for installing and updating GDC DCTLs, LUTs and Fusion Fuses. The manager is free; individual GDC products retain their own prices and licenses. Exact Resolve compatibility varies by installed tool.","Mixed: free manager; separately licensed products","2026-09-15","macOS","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/gordasgdc/gdc-plugin-manager#readme","2026-09-15","1","2026-09-15T03:41:12Z","2026-09-15T11:10:28.438Z"
"Linux installation, compatibility, and troubleshooting","broskisworld/davinci-aac-support","https://github.com/broskisworld/davinci-aac-support","Linux background watcher that detects imported AAC media, converts audio to PCM with FFmpeg and relinks clips through Resolve scripting. Leaves compatible video streams unchanged. Requires Python 3, FFmpeg/ffprobe and a systemd user service. Creator claims Free/Studio support; Resolve 21.1 scripting restrictions require a separate compatibility check.","Free","2026-09-15","Linux","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/broskisworld/davinci-aac-support#readme","2026-09-15","1","2026-09-14T05:43:27Z","2026-09-15T11:10:28.438Z"
"Fusion, motion graphics, visual effects, and package management","pacoestrada/galactic-crawl-fusion-title","https://github.com/pacoestrada/galactic-crawl-fusion-title","Editable perspective text crawl with a star-field background, distributed as a Fusion title/DRFX package for Resolve 21 on Linux. Initial provider checks are limited; not every control, export format or platform has been validated.","Free","2026-09-15","Linux","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/pacoestrada/galactic-crawl-fusion-title#readme","2026-09-15","1","2026-09-08T12:05:48Z","2026-09-15T11:10:28.438Z"
"AI assistants, MCP servers, and ComfyUI integrations","OSideMedia/oside-resolve-mcp","https://github.com/OSideMedia/oside-resolve-mcp","MCP workflow that builds Resolve projects from JSON manifests and a user-supplied DRP template: bins, ordered timelines, markers, narration and CDL look data. Requires Resolve Studio; provider documents Studio 21.1 checks on macOS. Includes read-back acceptance checks, with no service account required for the local server.","Free","2026-09-15","macOS","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/OSideMedia/oside-resolve-mcp#readme","2026-09-15","0","2026-09-13T18:36:38Z","2026-09-15T11:10:28.438Z"
"Linux installation, compatibility, and troubleshooting","amsomr/davinci-resolve-linux-toolkit","https://github.com/amsomr/davinci-resolve-linux-toolkit","Community installation and compatibility helpers for Fedora, Debian/Ubuntu and Arch. Covers FUSE2, library/ABI conflicts and OpenCL or GPU setup. Scripts can modify host libraries and drivers; follow the distribution-specific instructions. Not an official Blackmagic installer.","Free","2026-09-15","Linux","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/amsomr/davinci-resolve-linux-toolkit#readme","2026-09-15","0","2026-09-13T17:04:34Z","2026-09-15T11:10:28.438Z"
"Fusion, motion graphics, visual effects, and package management","tetsutaroh0/DaVinci-Resolve-TextPlus-Style-Gallery","https://github.com/tetsutaroh0/DaVinci-Resolve-TextPlus-Style-Gallery","Lua gallery for capturing and reapplying Text+ styles while preserving the text. Offers 100 slots, thumbnails, shading/gradient styles and a JSON library. Installation paths are documented for Windows and macOS; exact Resolve edition/version requirements are not established.","Free","2026-09-15","Windows;macOS","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/tetsutaroh0/DaVinci-Resolve-TextPlus-Style-Gallery#readme","2026-09-15","0","2026-09-13T07:08:04Z","2026-09-15T11:10:28.438Z"
"Fusion, motion graphics, visual effects, and package management","captainch0mpy/Enlightened-Pickleball-Scoreboard","https://github.com/captainch0mpy/Enlightened-Pickleball-Scoreboard","Fusion scoreboard assets and a Python scorekeeping panel for pickleball match edits, including keyframed score changes. Provider developed and tested on Windows; macOS/Linux paths are supplied without native tests. Python scripting requires Studio in Resolve 21.1.","Free","2026-09-15","Windows;macOS;Linux","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/captainch0mpy/Enlightened-Pickleball-Scoreboard#readme","2026-09-15","0","2026-09-12T04:47:06Z","2026-09-15T11:10:28.438Z"
"Productivity scripts, workflow bridges, and integrations","stoatworks-labs/resolve-configurator","https://github.com/stoatworks-labs/resolve-configurator","Builds project bins and empty timeline scaffolds from session CSV files, with background media and smart-bin recipes. Uses Resolve Studio external scripting. Provides desktop packages plus a Python 3.11+ source installation; Intel Mac users follow the Python installation path.","Free","2026-09-15","Windows;macOS;Linux","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/stoatworks-labs/resolve-configurator#readme","2026-09-15","0","2026-09-10T13:42:27Z","2026-09-15T11:10:28.438Z"
"Encoding, codecs, proxy generation, rendering, and project servers","jpmontez/fx3-ingest","https://github.com/jpmontez/fx3-ingest","macOS Bash/ExifTool companion for Sony FX3 footage offload, date-based folders, SHA-256 verification and gyro-metadata checks. Prepares media for editing; it is not a Resolve plugin. Review its verification results before erasing any camera card.","Free","2026-09-15","macOS","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/jpmontez/fx3-ingest#readme","2026-09-15","0","2026-09-08T20:47:56Z","2026-09-15T11:10:30.401Z"
"Hardware, control surfaces, MIDI, and Speed Editor tools","titasmallick/DaVinci-ConsoleBinding","https://github.com/titasmallick/DaVinci-ConsoleBinding","Windows XInput controller bindings for Resolve using PowerShell/C# keyboard and mouse automation. Supports configurable gamepad actions and limits input to the foreground Resolve window; no Resolve scripting bridge is required.","Free","2026-09-15","Windows","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/titasmallick/DaVinci-ConsoleBinding#readme","2026-09-15","0","2026-09-08T18:17:42Z","2026-09-15T11:10:30.401Z"
"Fusion, motion graphics, visual effects, and package management","stoatworks-labs/macroblock","https://github.com/stoatworks-labs/macroblock","Experimental OpenFX/FFGL effect for separate luminance and chroma mosaic grids. Offers desktop builds; OFX host compatibility and final Resolve renders need validation. Audio-reactive FFGL features should not be assumed available in Resolve.","Free","2026-09-15","Windows;macOS;Linux","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/stoatworks-labs/macroblock#readme","2026-09-15","2","2026-09-15T10:19:59Z","2026-09-15T11:10:26.592Z"
"Fusion, motion graphics, visual effects, and package management","stoatworks-labs/compander","https://github.com/stoatworks-labs/compander","Experimental analog-companding video effect with OFX and FFGL builds. Provider reports host-probe checks but has not opened the OFX plugin in Resolve. Treat Resolve use as unverified until tested on the intended setup.","Free","2026-09-15","Windows;macOS;Linux","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/stoatworks-labs/compander#readme","2026-09-15","0","2026-09-15T10:19:51Z","2026-09-15T11:10:30.401Z"
"Fusion, motion graphics, visual effects, and package management","stoatworks-labs/flenser","https://github.com/stoatworks-labs/flenser","Experimental oil/liquid-light-show effect with OFX and FFGL builds. Provider has not loaded it in Resolve and has not run the Linux build. Host probes and another host do not establish Resolve compatibility.","Free","2026-09-15","Windows;macOS;Linux","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/stoatworks-labs/flenser#readme","2026-09-15","0","2026-09-09T01:48:09Z","2026-09-15T11:10:30.401Z"
"Fusion, motion graphics, visual effects, and package management","stoatworks-labs/tilter","https://github.com/stoatworks-labs/tilter","Experimental tilt-shift/depth-of-field effect with OFX and FFGL builds for desktop systems. Provider reports probe-level OFX checks; use in Resolve is not yet verified.","Free","2026-09-15","Windows;macOS;Linux","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/stoatworks-labs/tilter#readme","2026-09-15","0","2026-09-09T01:48:06Z","2026-09-15T11:10:30.401Z"
"Fusion, motion graphics, visual effects, and package management","stoatworks-labs/cogwheel","https://github.com/stoatworks-labs/cogwheel","Spirograph and gear-based generative graphics with subtractive-ink controls, distributed as OFX and FFGL plugins. Provider registered the OFX plugin in Resolve Studio 21.0.2.4 but did not render it over a clip there; render and platform validation remain incomplete.","Free","2026-09-15","Windows;macOS;Linux","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/stoatworks-labs/cogwheel#readme","2026-09-15","0","2026-09-15T10:18:50Z","2026-09-15T11:10:30.401Z"
"Encoding, codecs, proxy generation, rendering, and project servers","MohammedBoulifa/Resolve-Codec-Converter","https://github.com/MohammedBoulifa/Resolve-Codec-Converter","Linux batch transcoding GUI for H.264/H.265, DNxHR and ProRes, including PCM audio conversion and a video-passthrough audio mode. Useful for preparing footage for Resolve Free on Linux. The x64 AppImage bundles PyQt5/Qt5; FFmpeg must be installed separately. Release tag is a build label, not a numeric version.","Free","2026-09-15","Linux","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/MohammedBoulifa/Resolve-Codec-Converter#readme","2026-09-15","0","2026-09-12T19:50:05Z","2026-09-15T11:10:30.401Z"
"Productivity scripts, workflow bridges, and integrations","KeibiSoft/KeibiDrop","https://github.com/KeibiSoft/KeibiDrop","Mounts remote shared media folders for on-demand editing, with a documented Resolve/NAS workflow. Supports desktop systems plus a separate Android app. Direct peer connections can fall back to a relay; network quality affects editing. Engine is MPL-2.0, while UI/mobile components have separate terms. Paid relay data packs are optional.","Mixed: free direct sharing; optional relay data packs","2026-09-15","Windows;macOS;Linux","Provider-documented distribution targets; no installation testing. See description for platform and host caveats.","https://github.com/KeibiSoft/KeibiDrop#readme","2026-09-15","59","2026-09-14T13:55:22Z","2026-09-15T11:10:30.401Z"
